age_bin,gender_bin,race_bin,educ_bin,count,fips
30-44,Male,Asian,H.S. or less,3084,47
30-44,Male,Asian,Postgraduate,6231,47
30-44,Male,Asian,Some college,2151,47
30-44,Male,Black,College degree,12304,47
30-44,Male,Black,H.S. or less,53241,47
30-44,Male,Black,Postgraduate,7340,47
30-44,Male,Black,Some college,32541,47
30-44,Male,Hispanic,College degree,3792,47
30-44,Male,Hispanic,H.S. or less,34979,47
30-44,Male,Hispanic,Postgraduate,2205,47
30-44,Male,Hispanic,Some college,6809,47
30-44,Male,Other,College degree,2665,47
30-44,Male,Other,H.S. or less,5156,47
30-44,Male,Other,Postgraduate,1753,47
30-44,Male,Other,Some college,3908,47
30-44,Male,White,College degree,95175,47
30-44,Male,White,H.S. or less,186175,47
30-44,Male,White,Postgraduate,46387,47
30-44,Male,White,Some college,125942,47
45-64,Female,Asian,College degree,4063,47
45-64,Female,Asian,H.S. or less,5600,47
45-64,Female,Asian,Postgraduate,3259,47
45-64,Female,Asian,Some college,2595,47
45-64,Female,Black,College degree,21338,47
45-64,Female,Black,H.S. or less,63294,47
45-64,Female,Black,Postgraduate,13798,47
45-64,Female,Black,Some college,50274,47
45-64,Female,Hispanic,College degree,3227,47
45-64,Female,Hispanic,H.S. or less,15591,47
45-64,Female,Hispanic,Postgraduate,1674,47
45-64,Female,Hispanic,Some college,6254,47
45-64,Female,Other,College degree,2493,47
45-64,Female,Other,H.S. or less,5892,47
45-64,Female,Other,Postgraduate,1976,47
45-64,Female,Other,Some college,5408,47
45-64,Female,White,College degree,128192,47
45-64,Female,White,H.S. or less,289604,47
45-64,Female,White,Postgraduate,73600,47
45-64,Female,White,Some college,215269,47
45-64,Male,Asian,College degree,2585,47
45-64,Male,Asian,H.S. or less,3949,47
45-64,Male,Asian,Postgraduate,4056,47
45-64,Male,Asian,Some college,2156,47
45-64,Male,Black,College degree,13040,47
45-64,Male,Black,H.S. or less,67930,47
45-64,Male,Black,Postgraduate,7138,47
45-64,Male,Black,Some college,35934,47
45-64,Male,Hispanic,College degree,3723,47
45-64,Male,Hispanic,H.S. or less,19659,47
45-64,Male,Hispanic,Postgraduate,2316,47
45-64,Male,Hispanic,Some college,5699,47
45-64,Male,Other,College degree,2287,47
45-64,Male,Other,H.S. or less,5452,47
45-64,Male,Other,Postgraduate,1224,47
45-64,Male,Other,Some college,5683,47
45-64,Male,White,College degree,118801,47
45-64,Male,White,H.S. or less,313345,47
45-64,Male,White,Postgraduate,65019,47
45-64,Male,White,Some college,174513,47
65+,Female,Asian,College degree,759,47
65+,Female,Asian,H.S. or less,4565,47
65+,Female,Asian,Postgraduate,635,47
65+,Female,Asian,Some college,761,47
65+,Female,Black,College degree,5825,47
65+,Female,Black,H.S. or less,41036,47
65+,Female,Black,Postgraduate,5717,47
65+,Female,Black,Some college,19654,47
65+,Female,Hispanic,College degree,504,47
65+,Female,Hispanic,H.S. or less,4386,47
65+,Female,Hispanic,Postgraduate,493,47
65+,Female,Hispanic,Some college,1880,47
65+,Female,Other,College degree,2285,47
65+,Female,Other,H.S. or less,3830,47
65+,Female,Other,Postgraduate,701,47
65+,Female,Other,Some college,1901,47
65+,Female,White,College degree,57692,47
65+,Female,White,H.S. or less,289297,47
65+,Female,White,Postgraduate,43635,47
65+,Female,White,Some college,132681,47
65+,Male,Asian,College degree,1132,47
65+,Male,Asian,H.S. or less,1684,47
65+,Male,Asian,Postgraduate,1321,47
65+,Male,Asian,Some college,456,47
65+,Male,Black,College degree,4362,47
65+,Male,Black,H.S. or less,28269,47
65+,Male,Black,Postgraduate,3282,47
65+,Male,Black,Some college,12631,47
65+,Male,Hispanic,College degree,498,47
65+,Male,Hispanic,H.S. or less,3176,47
65+,Male,Hispanic,Postgraduate,639,47
65+,Male,Hispanic,Some college,854,47
65+,Male,Other,College degree,519,47
65+,Male,Other,H.S. or less,2473,47
65+,Male,Other,Postgraduate,794,47
65+,Male,Other,Some college,2454,47
65+,Male,White,College degree,68181,47
65+,Male,White,H.S. or less,197580,47
65+,Male,White,Postgraduate,52865,47
65+,Male,White,Some college,104935,47
18-29,Female,Asian,College degree,38021,48
18-29,Female,Asian,H.S. or less,23065,48
18-29,Female,Asian,Postgraduate,19605,48
18-29,Female,Asian,Some college,34527,48
18-29,Female,Black,College degree,42918,48
18-29,Female,Black,H.S. or less,114986,48
18-29,Female,Black,Postgraduate,11803,48
18-29,Female,Black,Some college,146002,48
18-29,Female,Hispanic,College degree,109342,48
18-29,Female,Hispanic,H.S. or less,505882,48
18-29,Female,Hispanic,Postgraduate,19218,48
18-29,Female,Hispanic,Some college,431570,48
18-29,Female,Other,College degree,13437,48
18-29,Female,Other,H.S. or less,20641,48
18-29,Female,Other,Postgraduate,2909,48
18-29,Female,Other,Some college,28976,48
18-29,Female,White,College degree,204431,48
18-29,Female,White,H.S. or less,251614,48
18-29,Female,White,Postgraduate,46214,48
18-29,Female,White,Some college,337377,48
18-29,Male,Asian,College degree,32401,48
18-29,Male,Asian,H.S. or less,26369,48
18-29,Male,Asian,Postgraduate,18317,48
18-29,Male,Asian,Some college,39789,48
18-29,Male,Black,College degree,33281,48
18-29,Male,Black,H.S. or less,158365,48
18-29,Male,Black,Postgraduate,5126,48
18-29,Male,Black,Some college,127820,48
18-29,Male,Hispanic,College degree,81186,48
18-29,Male,Hispanic,H.S. or less,649388,48
18-29,Male,Hispanic,Postgraduate,12787,48
18-29,Male,Hispanic,Some college,388879,48
18-29,Male,Other,College degree,9634,48
18-29,Male,Other,H.S. or less,27123,48
18-29,Male,Other,Postgraduate,2756,48
18-29,Male,Other,Some college,27251,48
18-29,Male,White,College degree,173535,48
18-29,Male,White,H.S. or less,343876,48
18-29,Male,White,Postgraduate,32062,48
18-29,Male,White,Some college,341913,48
30-44,Female,Asian,College degree,70018,48
30-44,Female,Asian,H.S. or less,31014,48
30-44,Female,Asian,Postgraduate,66544,48
30-44,Female,Asian,Some college,30012,48
30-44,Female,Black,College degree,75709,48
30-44,Female,Black,H.S. or less,102951,48
30-44,Female,Black,Postgraduate,54030,48
30-44,Female,Black,Some college,149464,48
30-44,Female,Hispanic,College degree,170960,48
30-44,Female,Hispanic,H.S. or less,616498,48
30-44,Female,Hispanic,Postgraduate,75062,48
30-44,Female,Hispanic,Some college,322578,48
30-44,Female,Other,College degree,17039,48
30-44,Female,Other,H.S. or less,13060,48
30-44,Female,Other,Postgraduate,10737,48
30-44,Female,Other,Some college,25014,48
30-44,Female,White,College degree,360671,48
30-44,Female,White,H.S. or less,231093,48
30-44,Female,White,Postgraduate,187037,48
30-44,Female,White,Some college,355055,48
30-44,Male,Asian,College degree,57828,48
30-44,Male,Asian,H.S. or less,23718,48
30-44,Male,Asian,Postgraduate,72186,48
30-44,Male,Asian,Some college,24422,48
30-44,Male,Black,College degree,63097,48
30-44,Male,Black,H.S. or less,142331,48
30-44,Male,Black,Postgraduate,27775,48
30-44,Male,Black,Some college,124735,48
30-44,Male,Hispanic,College degree,134098,48
30-44,Male,Hispanic,H.S. or less,765990,48
30-44,Male,Hispanic,Postgraduate,52540,48
30-44,Male,Hispanic,Some college,297813,48
30-44,Male,Other,College degree,17852,48
30-44,Male,Other,H.S. or less,16457,48
30-44,Male,Other,Postgraduate,8578,48
30-44,Male,Other,Some college,22398,48
30-44,Male,White,College degree,317427,48
30-44,Male,White,H.S. or less,313970,48
30-44,Male,White,Postgraduate,155193,48
30-44,Male,White,Some college,367271,48
45-64,Female,Asian,College degree,51886,48
45-64,Female,Asian,H.S. or less,59385,48
45-64,Female,Asian,Postgraduate,34944,48
45-64,Female,Asian,Some college,30517,48
45-64,Female,Black,College degree,68978,48
45-64,Female,Black,H.S. or less,154188,48
45-64,Female,Black,Postgraduate,46368,48
45-64,Female,Black,Some college,162125,48
45-64,Female,Hispanic,College degree,117620,48
45-64,Female,Hispanic,H.S. or less,697711,48
45-64,Female,Hispanic,Postgraduate,54912,48
45-64,Female,Hispanic,Some college,245131,48
45-64,Female,Other,College degree,12684,48
45-64,Female,Other,H.S. or less,17106,48
45-64,Female,Other,Postgraduate,7218,48
45-64,Female,Other,Some college,21920,48
45-64,Female,White,College degree,427336,48
45-64,Female,White,H.S. or less,462457,48
45-64,Female,White,Postgraduate,211497,48
45-64,Female,White,Some college,557326,48
45-64,Male,Asian,College degree,42265,48
45-64,Male,Asian,H.S. or less,42764,48
45-64,Male,Asian,Postgraduate,48339,48
45-64,Male,Asian,Some college,27359,48
45-64,Male,Black,College degree,53862,48
45-64,Male,Black,H.S. or less,170645,48
45-64,Male,Black,Postgraduate,32196,48
45-64,Male,Black,Some college,125276,48
45-64,Male,Hispanic,College degree,103238,48
45-64,Male,Hispanic,H.S. or less,720014,48
45-64,Male,Hispanic,Postgraduate,47763,48
45-64,Male,Hispanic,Some college,216630,48
45-64,Male,Other,College degree,12161,48
45-64,Male,Other,H.S. or less,16376,48
45-64,Male,Other,Postgraduate,7564,48
45-64,Male,Other,Some college,19240,48
45-64,Male,White,College degree,403609,48
45-64,Male,White,H.S. or less,493262,48
45-64,Male,White,Postgraduate,229675,48
45-64,Male,White,Some college,504869,48
65+,Female,Asian,College degree,15712,48
65+,Female,Asian,H.S. or less,43904,48
65+,Female,Asian,Postgraduate,7383,48
65+,Female,Asian,Some college,11656,48
65+,Female,Black,College degree,19005,48
65+,Female,Black,H.S. or less,98944,48
65+,Female,Black,Postgraduate,15649,48
65+,Female,Black,Some college,60353,48
65+,Female,Hispanic,College degree,24298,48
65+,Female,Hispanic,H.S. or less,350763,48
65+,Female,Hispanic,Postgraduate,17086,48
65+,Female,Hispanic,Some college,71923,48
65+,Female,Other,College degree,4462,48
65+,Female,Other,H.S. or less,11755,48
65+,Female,Other,Postgraduate,3122,48
65+,Female,Other,Some college,10453,48
65+,Female,White,College degree,210893,48
65+,Female,White,H.S. or less,493609,48
65+,Female,White,Postgraduate,129926,48
65+,Female,White,Some college,389518,48
65+,Male,Asian,College degree,14216,48
65+,Male,Asian,H.S. or less,22986,48
65+,Male,Asian,Postgraduate,14795,48
65+,Male,Asian,Some college,11404,48
65+,Male,Black,College degree,15522,48
65+,Male,Black,H.S. or less,68140,48
65+,Male,Black,Postgraduate,11421,48
65+,Male,Black,Some college,39213,48
65+,Male,Hispanic,College degree,28057,48
65+,Male,Hispanic,H.S. or less,255500,48
65+,Male,Hispanic,Postgraduate,18753,48
65+,Male,Hispanic,Some college,63069,48
65+,Male,Other,College degree,5048,48
65+,Male,Other,H.S. or less,6910,48
65+,Male,Other,Postgraduate,3215,48
65+,Male,Other,Some college,6609,48
65+,Male,White,College degree,241582,48
65+,Male,White,H.S. or less,293550,48
65+,Male,White,Postgraduate,176148,48
65+,Male,White,Some college,306224,48
18-29,Female,Asian,College degree,2666,49
18-29,Female,Asian,H.S. or less,2852,49
18-29,Female,Asian,Postgraduate,1219,49
18-29,Female,Asian,Some college,4618,49
18-29,Female,Black,College degree,496,49
18-29,Female,Black,H.S. or less,1531,49
18-29,Female,Black,Postgraduate,12,49
18-29,Female,Black,Some college,1720,49
18-29,Female,Hispanic,College degree,4572,49
18-29,Female,Hispanic,H.S. or less,20253,49
18-29,Female,Hispanic,Postgraduate,572,49
18-29,Female,Hispanic,Some college,20450,49
18-29,Female,Other,College degree,2140,49
18-29,Female,Other,H.S. or less,4321,49
18-29,Female,Other,Postgraduate,280,49
18-29,Female,Other,Some college,5742,49
18-29,Female,White,College degree,42488,49
18-29,Female,White,H.S. or less,64897,49
18-29,Female,White,Postgraduate,6033,49
18-29,Female,White,Some college,105904,49
18-29,Male,Asian,College degree,2335,49
18-29,Male,Asian,H.S. or less,4420,49
18-29,Male,Asian,Postgraduate,1420,49
18-29,Male,Asian,Some college,3937,49
18-29,Male,Black,College degree,480,49
18-29,Male,Black,H.S. or less,1939,49
18-29,Male,Black,Postgraduate,29,49
18-29,Male,Black,Some college,2673,49
18-29,Male,Hispanic,College degree,2762,49
18-29,Male,Hispanic,H.S. or less,28920,49
18-29,Male,Hispanic,Postgraduate,389,49
18-29,Male,Hispanic,Some college,17188,49
18-29,Male,Other,College degree,1461,49
18-29,Male,Other,H.S. or less,6352,49
18-29,Male,Other,Postgraduate,183,49
18-29,Male,Other,Some college,5641,49
18-29,Male,White,College degree,30335,49
18-29,Male,White,H.S. or less,84301,49
18-29,Male,White,Postgraduate,5441,49
18-29,Male,White,Some college,106685,49
30-44,Female,Asian,College degree,3875,49
30-44,Female,Asian,H.S. or less,3640,49
30-44,Female,Asian,Postgraduate,2508,49
30-44,Female,Asian,Some college,2646,49
30-44,Female,Black,College degree,304,49
30-44,Female,Black,H.S. or less,1165,49
30-44,Female,Black,Postgraduate,184,49
30-44,Female,Black,Some college,1159,49
30-44,Female,Hispanic,College degree,5514,49
30-44,Female,Hispanic,H.S. or less,24645,49
30-44,Female,Hispanic,Postgraduate,2551,49
30-44,Female,Hispanic,Some college,12051,49
30-44,Female,Other,College degree,2990,49
30-44,Female,Other,H.S. or less,2627,49
30-44,Female,Other,Postgraduate,770,49
30-44,Female,Other,Some college,4362,49
30-44,Female,White,College degree,73006,49
30-44,Female,White,H.S. or less,53681,49
30-44,Female,White,Postgraduate,27266,49
30-44,Female,White,Some college,95821,49
30-44,Male,Asian,College degree,2794,49
30-44,Male,Asian,H.S. or less,3199,49
30-44,Male,Asian,Postgraduate,2862,49
30-44,Male,Asian,Some college,3082,49
30-44,Male,Black,College degree,803,49
30-44,Male,Black,H.S. or less,1374,49
30-44,Male,Black,Postgraduate,310,49
30-44,Male,Black,Some college,1816,49
30-44,Male,Hispanic,College degree,5328,49
30-44,Male,Hispanic,H.S. or less,30767,49
30-44,Male,Hispanic,Postgraduate,2332,49
30-44,Male,Hispanic,Some college,11301,49
30-44,Male,Other,College degree,2572,49
30-44,Male,Other,H.S. or less,3593,49
30-44,Male,Other,Postgraduate,1065,49
30-44,Male,Other,Some college,4485,49
30-44,Male,White,College degree,67795,49
30-44,Male,White,H.S. or less,60958,49
30-44,Male,White,Postgraduate,40715,49
30-44,Male,White,Some college,85855,49
45-64,Female,Asian,College degree,2407,49
45-64,Female,Asian,H.S. or less,5164,49
45-64,Female,Asian,Postgraduate,934,49
45-64,Female,Asian,Some college,3031,49
45-64,Female,Black,College degree,265,49
45-64,Female,Black,H.S. or less,725,49
45-64,Female,Black,Postgraduate,259,49
45-64,Female,Black,Some college,736,49
45-64,Female,Hispanic,College degree,4533,49
45-64,Female,Hispanic,H.S. or less,20755,49
45-64,Female,Hispanic,Postgraduate,1419,49
45-64,Female,Hispanic,Some college,9313,49
45-64,Female,Other,College degree,986,49
45-64,Female,Other,H.S. or less,3080,49
45-64,Female,Other,Postgraduate,749,49
45-64,Female,Other,Some college,3009,49
45-64,Female,White,College degree,56188,49
45-64,Female,White,H.S. or less,67298,49
45-64,Female,White,Postgraduate,27228,49
45-64,Female,White,Some college,104455,49
45-64,Male,Asian,College degree,2074,49
45-64,Male,Asian,H.S. or less,3019,49
45-64,Male,Asian,Postgraduate,1593,49
45-64,Male,Asian,Some college,2222,49
45-64,Male,Black,College degree,522,49
45-64,Male,Black,H.S. or less,1612,49
45-64,Male,Black,Postgraduate,300,49
45-64,Male,Black,Some college,1354,49
45-64,Male,Hispanic,College degree,3857,49
45-64,Male,Hispanic,H.S. or less,21260,49
45-64,Male,Hispanic,Postgraduate,2426,49
45-64,Male,Hispanic,Some college,9077,49
45-64,Male,Other,College degree,927,49
45-64,Male,Other,H.S. or less,2482,49
45-64,Male,Other,Postgraduate,529,49
45-64,Male,Other,Some college,2402,49
45-64,Male,White,College degree,57045,49
45-64,Male,White,H.S. or less,67327,49
45-64,Male,White,Postgraduate,40046,49
45-64,Male,White,Some college,88635,49
65+,Female,Asian,College degree,895,49
65+,Female,Asian,H.S. or less,2477,49
65+,Female,Asian,Postgraduate,341,49
65+,Female,Asian,Some college,1029,49
65+,Female,Black,College degree,59,49
65+,Female,Black,H.S. or less,256,49
65+,Female,Black,Postgraduate,49,49
65+,Female,Black,Some college,240,49
65+,Female,Hispanic,College degree,233,49
65+,Female,Hispanic,H.S. or less,7941,49
65+,Female,Hispanic,Postgraduate,378,49
65+,Female,Hispanic,Some college,2347,49
65+,Female,Other,College degree,180,49
65+,Female,Other,H.S. or less,1054,49
65+,Female,Other,Postgraduate,266,49
65+,Female,Other,Some college,537,49
65+,Female,White,College degree,31091,49
65+,Female,White,H.S. or less,57952,49
65+,Female,White,Postgraduate,15377,49
65+,Female,White,Some college,63404,49
65+,Male,Asian,College degree,711,49
65+,Male,Asian,H.S. or less,1466,49
65+,Male,Asian,Postgraduate,441,49
65+,Male,Asian,Some college,1004,49
65+,Male,Black,College degree,253,49
65+,Male,Black,H.S. or less,209,49
65+,Male,Black,Postgraduate,77,49
65+,Male,Black,Some college,261,49
65+,Male,Hispanic,College degree,636,49
65+,Male,Hispanic,H.S. or less,5261,49
65+,Male,Hispanic,Postgraduate,676,49
65+,Male,Hispanic,Some college,2451,49
65+,Male,Other,College degree,246,49
65+,Male,Other,H.S. or less,901,49
65+,Male,Other,Postgraduate,183,49
65+,Male,Other,Some college,1111,49
65+,Male,White,College degree,33279,49
65+,Male,White,H.S. or less,31776,49
65+,Male,White,Postgraduate,30360,49
65+,Male,White,Some college,51680,49
18-29,Female,Asian,College degree,212,50
18-29,Female,Asian,H.S. or less,475,50
18-29,Female,Asian,Postgraduate,145,50
18-29,Female,Asian,Some college,521,50
18-29,Female,Black,College degree,180,50
18-29,Female,Black,H.S. or less,556,50
18-29,Female,Black,Postgraduate,19,50
18-29,Female,Black,Some college,132,50
18-29,Female,Hispanic,College degree,602,50
18-29,Female,Hispanic,H.S. or less,556,50
18-29,Female,Hispanic,Postgraduate,70,50
18-29,Female,Hispanic,Some college,892,50
18-29,Female,Other,College degree,366,50
18-29,Female,Other,H.S. or less,795,50
18-29,Female,Other,Postgraduate,67,50
18-29,Female,Other,Some college,621,50
18-29,Female,White,College degree,9952,50
18-29,Female,White,H.S. or less,13579,50
18-29,Female,White,Postgraduate,2185,50
18-29,Female,White,Some college,18971,50
18-29,Male,Asian,College degree,181,50
18-29,Male,Asian,H.S. or less,764,50
18-29,Male,Asian,Postgraduate,111,50
18-29,Male,Asian,Some college,522,50
18-29,Male,Black,College degree,384,50
18-29,Male,Black,H.S. or less,438,50
18-29,Male,Black,Some college,456,50
18-29,Male,Hispanic,College degree,372,50
18-29,Male,Hispanic,H.S. or less,905,50
18-29,Male,Hispanic,Some college,623,50
18-29,Male,Other,College degree,236,50
18-29,Male,Other,H.S. or less,883,50
18-29,Male,Other,Postgraduate,19,50
18-29,Male,Other,Some college,258,50
18-29,Male,White,College degree,9068,50
18-29,Male,White,H.S. or less,20455,50
18-29,Male,White,Postgraduate,1226,50
18-29,Male,White,Some college,16562,50
30-44,Female,Asian,College degree,492,50
30-44,Female,Asian,H.S. or less,319,50
30-44,Female,Asian,Postgraduate,407,50
30-44,Female,Asian,Some college,305,50
30-44,Female,Black,College degree,136,50
30-44,Female,Black,H.S. or less,209,50
30-44,Female,Black,Postgraduate,86,50
30-44,Female,Black,Some college,116,50
30-44,Female,Hispanic,College degree,395,50
30-44,Female,Hispanic,H.S. or less,201,50
30-44,Female,Hispanic,Postgraduate,208,50
30-44,Female,Hispanic,Some college,190,50
30-44,Female,Other,College degree,622,50
30-44,Female,Other,H.S. or less,389,50
30-44,Female,Other,Postgraduate,171,50
30-44,Female,Other,Some college,382,50
30-44,Female,White,College degree,14880,50
30-44,Female,White,H.S. or less,11495,50
30-44,Female,White,Postgraduate,9538,50
30-44,Female,White,Some college,13117,50
30-44,Male,Asian,College degree,264,50
30-44,Male,Asian,H.S. or less,95,50
30-44,Male,Asian,Postgraduate,666,50
30-44,Male,Asian,Some college,11,50
30-44,Male,Black,College degree,184,50
30-44,Male,Black,H.S. or less,403,50
30-44,Male,Black,Postgraduate,12,50
30-44,Male,Black,Some college,738,50
30-44,Male,Hispanic,College degree,272,50
30-44,Male,Hispanic,H.S. or less,430,50
30-44,Male,Hispanic,Postgraduate,73,50
30-44,Male,Hispanic,Some college,310,50
30-44,Male,Other,College degree,465,50
30-44,Male,Other,H.S. or less,780,50
30-44,Male,Other,Postgraduate,169,50
30-44,Male,Other,Some college,582,50
30-44,Male,White,College degree,12130,50
30-44,Male,White,H.S. or less,17159,50
30-44,Male,White,Postgraduate,5366,50
30-44,Male,White,Some college,13591,50
45-64,Female,Asian,College degree,177,50
45-64,Female,Asian,H.S. or less,551,50
45-64,Female,Asian,Postgraduate,285,50
45-64,Female,Asian,Some college,131,50
45-64,Female,Black,College degree,9,50
45-64,Female,Black,H.S. or less,127,50
45-64,Female,Black,Postgraduate,73,50
45-64,Female,Black,Some college,233,50
45-64,Female,Hispanic,College degree,169,50
45-64,Female,Hispanic,H.S. or less,179,50
45-64,Female,Hispanic,Postgraduate,261,50
45-64,Female,Hispanic,Some college,463,50
45-64,Female,Other,College degree,579,50
45-64,Female,Other,H.S. or less,349,50
45-64,Female,Other,Postgraduate,399,50
45-64,Female,Other,Some college,580,50
45-64,Female,White,College degree,19521,50
45-64,Female,White,H.S. or less,26901,50
45-64,Female,White,Postgraduate,15113,50
45-64,Female,White,Some college,23910,50
45-64,Male,Asian,College degree,133,50
45-64,Male,Asian,H.S. or less,213,50
45-64,Male,Asian,Postgraduate,133,50
45-64,Male,Asian,Some college,2,50
45-64,Male,Black,College degree,72,50
45-64,Male,Black,H.S. or less,192,50
45-64,Male,Black,Postgraduate,130,50
45-64,Male,Black,Some college,43,50
45-64,Male,Hispanic,College degree,183,50
45-64,Male,Hispanic,H.S. or less,258,50
45-64,Male,Hispanic,Postgraduate,155,50
45-64,Male,Hispanic,Some college,665,50
45-64,Male,Other,College degree,192,50
45-64,Male,Other,H.S. or less,668,50
45-64,Male,Other,Postgraduate,170,50
45-64,Male,Other,Some college,556,50
45-64,Male,White,College degree,15361,50
45-64,Male,White,H.S. or less,36689,50
45-64,Male,White,Postgraduate,11070,50
45-64,Male,White,Some college,18964,50
65+,Female,Asian,College degree,188,50
65+,Female,Asian,H.S. or less,161,50
65+,Female,Asian,Postgraduate,64,50
65+,Female,Asian,Some college,73,50
65+,Female,Black,College degree,44,50
65+,Female,Black,H.S. or less,122,50
65+,Female,Black,Postgraduate,57,50
65+,Female,Black,Some college,197,50
65+,Female,Hispanic,College degree,69,50
65+,Female,Hispanic,H.S. or less,354,50
65+,Female,Hispanic,Postgraduate,128,50
65+,Female,Hispanic,Some college,150,50
65+,Female,Other,College degree,204,50
65+,Female,Other,H.S. or less,299,50
65+,Female,Other,Postgraduate,104,50
65+,Female,Other,Some college,331,50
65+,Female,White,College degree,12094,50
65+,Female,White,H.S. or less,24296,50
65+,Female,White,Postgraduate,10737,50
65+,Female,White,Some college,15982,50
65+,Male,Asian,H.S. or less,84,50
65+,Male,Asian,Postgraduate,203,50
65+,Male,Black,College degree,37,50
65+,Male,Black,H.S. or less,58,50
65+,Male,Black,Postgraduate,29,50
65+,Male,Black,Some college,55,50
65+,Male,Hispanic,College degree,44,50
65+,Male,Hispanic,H.S. or less,73,50
65+,Male,Hispanic,Postgraduate,80,50
65+,Male,Hispanic,Some college,62,50
65+,Male,Other,College degree,141,50
65+,Male,Other,H.S. or less,594,50
65+,Male,Other,Postgraduate,235,50
65+,Male,Other,Some college,197,50
65+,Male,White,College degree,10155,50
65+,Male,White,H.S. or less,20532,50
65+,Male,White,Postgraduate,9690,50
65+,Male,White,Some college,13177,50
18-29,Female,Asian,College degree,15702,51
18-29,Female,Asian,H.S. or less,9101,51
18-29,Female,Asian,Postgraduate,6724,51
18-29,Female,Asian,Some college,12865,51
18-29,Female,Black,College degree,21345,51
18-29,Female,Black,H.S. or less,53589,51
18-29,Female,Black,Postgraduate,5569,51
18-29,Female,Black,Some college,64916,51
18-29,Female,Hispanic,College degree,11173,51
18-29,Female,Hispanic,H.S. or less,33855,51
18-29,Female,Hispanic,Postgraduate,2857,51
18-29,Female,Hispanic,Some college,27188,51
18-29,Female,Other,College degree,6930,51
18-29,Female,Other,H.S. or less,10549,51
18-29,Female,Other,Postgraduate,2099,51
18-29,Female,Other,Some college,14938,51
18-29,Female,White,College degree,96923,51
18-29,Female,White,H.S. or less,105222,51
18-29,Female,White,Postgraduate,29974,51
18-29,Female,White,Some college,152851,51
18-29,Male,Asian,College degree,12922,51
18-29,Male,Asian,H.S. or less,9232,51
18-29,Male,Asian,Postgraduate,5143,51
18-29,Male,Asian,Some college,16628,51
18-29,Male,Black,College degree,13748,51
18-29,Male,Black,H.S. or less,73877,51
18-29,Male,Black,Postgraduate,2952,51
18-29,Male,Black,Some college,55925,51
18-29,Male,Hispanic,College degree,9122,51
18-29,Male,Hispanic,H.S. or less,43368,51
18-29,Male,Hispanic,Postgraduate,1871,51
18-29,Male,Hispanic,Some college,28587,51
18-29,Male,Other,College degree,5835,51
18-29,Male,Other,H.S. or less,15364,51
18-29,Male,Other,Postgraduate,1102,51
18-29,Male,Other,Some college,12389,51
18-29,Male,White,College degree,85676,51
18-29,Male,White,H.S. or less,154825,51
18-29,Male,White,Postgraduate,16754,51
18-29,Male,White,Some college,154439,51
30-44,Female,Asian,College degree,29334,51
30-44,Female,Asian,H.S. or less,10123,51
30-44,Female,Asian,Postgraduate,27724,51
30-44,Female,Asian,Some college,10327,51
30-44,Female,Black,College degree,30286,51
30-44,Female,Black,H.S. or less,46688,51
30-44,Female,Black,Postgraduate,25140,51
30-44,Female,Black,Some college,60390,51
30-44,Female,Hispanic,College degree,16760,51
30-44,Female,Hispanic,H.S. or less,45765,51
30-44,Female,Hispanic,Postgraduate,9739,51
30-44,Female,Hispanic,Some college,21785,51
30-44,Female,Other,College degree,7620,51
30-44,Female,Other,H.S. or less,5603,51
30-44,Female,Other,Postgraduate,6786,51
30-44,Female,Other,Some college,10508,51
30-44,Female,White,College degree,140389,51
30-44,Female,White,H.S. or less,93101,51
30-44,Female,White,Postgraduate,119997,51
30-44,Female,White,Some college,130703,51
30-44,Male,Asian,College degree,22358,51
30-44,Male,Asian,H.S. or less,7997,51
30-44,Male,Asian,Postgraduate,28615,51
30-44,Male,Asian,Some college,9879,51
30-44,Male,Black,College degree,25822,51
30-44,Male,Black,H.S. or less,65991,51
30-44,Male,Black,Postgraduate,12980,51
30-44,Male,Black,Some college,50845,51
30-44,Male,Hispanic,College degree,13420,51
30-44,Male,Hispanic,H.S. or less,63261,51
30-44,Male,Hispanic,Postgraduate,9694,51
30-44,Male,Hispanic,Some college,22738,51
30-44,Male,Other,College degree,6196,51
30-44,Male,Other,H.S. or less,6568,51
30-44,Male,Other,Postgraduate,4830,51
30-44,Male,Other,Some college,8883,51
30-44,Male,White,College degree,129295,51
30-44,Male,White,H.S. or less,137021,51
30-44,Male,White,Postgraduate,89046,51
30-44,Male,White,Some college,132319,51
45-64,Female,Asian,College degree,24124,51
45-64,Female,Asian,H.S. or less,23509,51
45-64,Female,Asian,Postgraduate,16080,51
45-64,Female,Asian,Some college,14356,51
45-64,Female,Black,College degree,32712,51
45-64,Female,Black,H.S. or less,87805,51
45-64,Female,Black,Postgraduate,27106,51
45-64,Female,Black,Some college,76240,51
45-64,Female,Hispanic,College degree,13407,51
45-64,Female,Hispanic,H.S. or less,34862,51
45-64,Female,Hispanic,Postgraduate,8844,51
45-64,Female,Hispanic,Some college,18457,51
45-64,Female,Other,College degree,5935,51
45-64,Female,Other,H.S. or less,6290,51
45-64,Female,Other,Postgraduate,4423,51
45-64,Female,Other,Some college,7988,51
45-64,Female,White,College degree,183463,51
45-64,Female,White,H.S. or less,205684,51
45-64,Female,White,Postgraduate,135817,51
45-64,Female,White,Some college,217429,51
45-64,Male,Asian,College degree,18238,51
45-64,Male,Asian,H.S. or less,14165,51
45-64,Male,Asian,Postgraduate,22330,51
